Transaction;Item;date_time;period_day;weekday_weekend
7803;Royco rasa sapi;08/03/2017 15.08;afternoon;weekday
7803;Fiesta Chicken Nugget;08/03/2017 15.08;afternoon;weekday
7803;Fiesta Chicken Nugget;08/03/2017 15.08;afternoon;weekday
7804;Penghapus fabre castle;08/03/2017 15.41;afternoon;weekday
7805;Teh prendjak;08/03/2017 16.04;afternoon;weekday
7805;Pulpen kenko;08/03/2017 16.04;afternoon;weekday
7805;Royco rasa sapi;08/03/2017 16.04;afternoon;weekday
7805;Beras;08/03/2017 16.04;afternoon;weekday
7806;Sari Roti Gandum;08/03/2017 16.59;afternoon;weekday
7806;Pasta gigi;08/03/2017 16.59;afternoon;weekday
7807;Kopi kapal api;08/03/2017 17.05;evening;weekday
7807;Penghapus kenko;08/03/2017 17.05;evening;weekday
7807;Beras;08/03/2017 17.05;evening;weekday
7807;Indomie soto ayam;08/03/2017 17.05;evening;weekday
7808;Kopi kapal api;09/03/2017 08.34;morning;weekday
7808;Popok Mamypokomie Dodgers;09/03/2017 08.34;morning;weekday
7809;Kopi kapal api;09/03/2017 08.35;morning;weekday
7809;Susu ultramilk chocolate;09/03/2017 08.35;morning;weekday
7810;Sari Roti Gandum;09/03/2017 08.38;morning;weekday
7811;Pasta gigi;09/03/2017 09.06;morning;weekday
7811;Kopi kapal api;09/03/2017 09.06;morning;weekday
7812;Kopi kapal api;09/03/2017 09.41;morning;weekday
7813;Kopi kapal api;09/03/2017 10.03;morning;weekday
7813;Susu ultramilk chocolate;09/03/2017 10.03;morning;weekday
7813;Sari Roti Gandum;09/03/2017 10.03;morning;weekday
7814;Penghapus fabre castle;09/03/2017 10.03;morning;weekday
7815;Kopi kapal api;09/03/2017 10.06;morning;weekday
7815;Susu ultramilk chocolate;09/03/2017 10.06;morning;weekday
7816;Kopi kapal api;09/03/2017 10.11;morning;weekday
7816;Teh prendjak;09/03/2017 10.11;morning;weekday
7816;Beras;09/03/2017 10.11;morning;weekday
7816;Sari Roti Gandum;09/03/2017 10.11;morning;weekday
7817;Sari Roti Gandum;09/03/2017 10.13;morning;weekday
7817;Milo;09/03/2017 10.13;morning;weekday
7818;Kopi kapal api;09/03/2017 10.22;morning;weekday
7818;Penghapus fabre castle;09/03/2017 10.22;morning;weekday
7819;Penghapus kenko;09/03/2017 10.58;morning;weekday
7819;Beras;09/03/2017 10.58;morning;weekday
7820;Kopi kapal api;09/03/2017 11.12;morning;weekday
7821;Kopi kapal api;09/03/2017 11.14;morning;weekday
7822;Beras;09/03/2017 11.17;morning;weekday
7822;Pulpen kenko;09/03/2017 11.17;morning;weekday
7823;Sari Roti Gandum;09/03/2017 11.37;morning;weekday
7824;Kopi kapal api;09/03/2017 11.52;morning;weekday
7824;Penghapus kenko;09/03/2017 11.52;morning;weekday
7825;Teh prendjak;09/03/2017 12.35;afternoon;weekday
7825;Fiesta Chicken Nugget;09/03/2017 12.35;afternoon;weekday
7826;Fiesta Chicken Nugget;09/03/2017 12.36;afternoon;weekday
7826;Teh prendjak;09/03/2017 12.36;afternoon;weekday
7827;Kopi kapal api;09/03/2017 12.37;afternoon;weekday
7827;Minyak makan bimoli;09/03/2017 12.37;afternoon;weekday
7828;Fiesta Chicken Nugget;09/03/2017 12.56;afternoon;weekday
7828;Garam dolphine;09/03/2017 12.56;afternoon;weekday
7829;Sari Sari Roti Gandum mocha;09/03/2017 12.58;afternoon;weekday
7829;Kopi kapal api;09/03/2017 12.58;afternoon;weekday
7829;Pulpen kenko;09/03/2017 12.58;afternoon;weekday
7830;Teh prendjak;09/03/2017 13.00;afternoon;weekday
7830;Sari Roti Gandum;09/03/2017 13.00;afternoon;weekday
7830;Sari Sari Roti Gandum mocha;09/03/2017 13.00;afternoon;weekday
7830;Fiesta Chicken Nugget;09/03/2017 13.00;afternoon;weekday
7831;Sari Roti Gandum;09/03/2017 13.13;afternoon;weekday
7831;Pasta gigi;09/03/2017 13.13;afternoon;weekday
7831;Indomie soto ayam;09/03/2017 13.13;afternoon;weekday
7832;Sari Roti Gandum;09/03/2017 13.15;afternoon;weekday
7832;Gula;09/03/2017 13.15;afternoon;weekday
7833;Minyak makan bimoli;09/03/2017 13.16;afternoon;weekday
7833;Kopi kapal api;09/03/2017 13.16;afternoon;weekday
7834;Mamelemon;09/03/2017 13.17;afternoon;weekday
7835;Kopi kapal api;09/03/2017 13.30;afternoon;weekday
7835;Fiesta Chicken Nugget;09/03/2017 13.30;afternoon;weekday
7836;Garam dolphine;09/03/2017 13.31;afternoon;weekday
7836;Mamelemon;09/03/2017 13.31;afternoon;weekday
7837;Christmas common;09/03/2017 13.32;afternoon;weekday
7838;Kopi kapal api;09/03/2017 13.39;afternoon;weekday
7839;Mamelemon;09/03/2017 14.13;afternoon;weekday
7839;Fiesta Chicken Nugget;09/03/2017 14.13;afternoon;weekday
7839;Kopi kapal api;09/03/2017 14.13;afternoon;weekday
7839;Mentega blueband;09/03/2017 14.13;afternoon;weekday
7840;Kopi kapal api;09/03/2017 14.16;afternoon;weekday
7840;Kopi kapal api;09/03/2017 14.16;afternoon;weekday
7840;Milo;09/03/2017 14.16;afternoon;weekday
7840;Kopi kapal api;09/03/2017 14.16;afternoon;weekday
7840;Pasta gigi;09/03/2017 14.16;afternoon;weekday
7840;Beras;09/03/2017 14.16;afternoon;weekday
7841;Kopi kapal api;09/03/2017 14.23;afternoon;weekday
7842;Pasta gigi;09/03/2017 14.33;afternoon;weekday
7843;Sari Roti Gandum;09/03/2017 14.35;afternoon;weekday
7843;Kopi kapal api;09/03/2017 14.35;afternoon;weekday
7843;Pasta gigi;09/03/2017 14.35;afternoon;weekday
7843;Minyak makan bimoli;09/03/2017 14.35;afternoon;weekday
7844;Kopi kapal api;09/03/2017 14.38;afternoon;weekday
7845;Teh prendjak;09/03/2017 14.58;afternoon;weekday
7845;Beras;09/03/2017 14.58;afternoon;weekday
7846;Indomie soto ayam;09/03/2017 15.08;afternoon;weekday
7846;Sari Sari Roti Gandum coklat keju;09/03/2017 15.08;afternoon;weekday
7846;Beras;09/03/2017 15.08;afternoon;weekday
7846;Kopi kapal api;09/03/2017 15.08;afternoon;weekday
7847;Indomie soto ayam;09/03/2017 15.09;afternoon;weekday
7847;Sari Sari Roti Gandum coklat keju;09/03/2017 15.09;afternoon;weekday
7847;Beras;09/03/2017 15.09;afternoon;weekday
7848;Sari Roti Gandum;09/03/2017 15.22;afternoon;weekday
7848;Teh prendjak;09/03/2017 15.22;afternoon;weekday
7848;Royco rasa sapi;09/03/2017 15.22;afternoon;weekday
7849;Coca cola;09/03/2017 15.23;afternoon;weekday
7849;Teh prendjak;09/03/2017 15.23;afternoon;weekday
7850;Teh prendjak;09/03/2017 15.42;afternoon;weekday
7850;Beras;09/03/2017 15.42;afternoon;weekday
7851;Coca cola;09/03/2017 16.16;afternoon;weekday
7852;Sari Roti Gandum;09/03/2017 16.40;afternoon;weekday
7852;Beras;09/03/2017 16.40;afternoon;weekday
7852;Kopi kapal api;09/03/2017 16.40;afternoon;weekday
7852;Sari Roti Gandum;09/03/2017 16.40;afternoon;weekday
7853;Kopi kapal api;09/03/2017 17.19;evening;weekday
7853;Kopi kapal api;09/03/2017 17.19;evening;weekday
7853;Teh prendjak;09/03/2017 17.19;evening;weekday
7853;Beras;09/03/2017 17.19;evening;weekday
7853;Royco rasa sapi;09/03/2017 17.19;evening;weekday
7853;Garam dolphine;09/03/2017 17.19;evening;weekday
7854;Kopi kapal api;10/03/2017 08.05;morning;weekday
7855;Kopi kapal api;10/03/2017 08.14;morning;weekday
7856;Kopi kapal api;10/03/2017 08.26;morning;weekday
7857;Sari Roti Gandum;10/03/2017 08.37;morning;weekday
7858;Kopi kapal api;10/03/2017 08.42;morning;weekday
7858;Sari Roti Gandum;10/03/2017 08.42;morning;weekday
7858;Pasta gigi;10/03/2017 08.42;morning;weekday
7859;Kopi kapal api;10/03/2017 08.45;morning;weekday
7859;Sari Roti Gandum;10/03/2017 08.45;morning;weekday
7859;Sari Sari Roti Gandum coklat keju;10/03/2017 08.45;morning;weekday
7860;Sari Roti Gandum;10/03/2017 08.47;morning;weekday
7860;Susu ultramilk chocolate;10/03/2017 08.47;morning;weekday
7861;Sari Roti Gandum;10/03/2017 08.48;morning;weekday
7862;Penghapus fabre castle;10/03/2017 08.51;morning;weekday
7863;Kopi kapal api;10/03/2017 08.57;morning;weekday
7863;Pasta gigi;10/03/2017 08.57;morning;weekday
7864;Milo;10/03/2017 09.01;morning;weekday
7864;Teh prendjak;10/03/2017 09.01;morning;weekday
7864;Beras;10/03/2017 09.01;morning;weekday
7865;Kopi kapal api;10/03/2017 09.04;morning;weekday
7865;Sari Roti Gandum;10/03/2017 09.04;morning;weekday
7866;Sari Roti Gandum;10/03/2017 09.05;morning;weekday
7866;Sari Roti Gandum;10/03/2017 09.05;morning;weekday
7866;Pasta gigi;10/03/2017 09.05;morning;weekday
7867;Kopi kapal api;10/03/2017 09.08;morning;weekday
7868;Pasta gigi;10/03/2017 09.20;morning;weekday
7868;Pasta gigi;10/03/2017 09.20;morning;weekday
7869;Sari Roti Gandum;10/03/2017 09.23;morning;weekday
7869;Kopi kapal api;10/03/2017 09.23;morning;weekday
7869;Kopi kapal api;10/03/2017 09.23;morning;weekday
7869;Sari Roti Gandum;10/03/2017 09.23;morning;weekday
7869;Susu ultramilk chocolate;10/03/2017 09.23;morning;weekday
7870;Kopi kapal api;10/03/2017 09.37;morning;weekday
7871;Sari Roti Gandum;10/03/2017 09.51;morning;weekday
7872;Kopi kapal api;10/03/2017 09.59;morning;weekday
7873;Sari Roti Gandum;10/03/2017 10.02;morning;weekday
7873;Garam dolphine;10/03/2017 10.02;morning;weekday
7874;Mentega blueband;10/03/2017 10.03;morning;weekday
7874;Sari Roti Gandum;10/03/2017 10.03;morning;weekday
7875;Teh prendjak;10/03/2017 10.08;morning;weekday
7876;Kopi kapal api;10/03/2017 10.19;morning;weekday
7876;Beras;10/03/2017 10.19;morning;weekday
7876;Popok Mamypoko;10/03/2017 10.19;morning;weekday
7876;Indomie soto ayam;10/03/2017 10.19;morning;weekday
7877;Kopi kapal api;10/03/2017 10.23;morning;weekday
7877;Kopi kapal api;10/03/2017 10.23;morning;weekday
7877;Pulpen kenko;10/03/2017 10.23;morning;weekday
7877;Pasta gigi;10/03/2017 10.23;morning;weekday
7877;Garam dolphine;10/03/2017 10.23;morning;weekday
7878;Kopi kapal api;10/03/2017 10.39;morning;weekday
7878;Penghapus kenko;10/03/2017 10.39;morning;weekday
7878;Sari Roti Gandum;10/03/2017 10.39;morning;weekday
7879;Beras;10/03/2017 10.45;morning;weekday
7879;Garam dolphine;10/03/2017 10.45;morning;weekday
7879;Garam dolphine;10/03/2017 10.45;morning;weekday
7879;Kopi kapal api;10/03/2017 10.45;morning;weekday
7879;Kopi kapal api;10/03/2017 10.45;morning;weekday
7879;Pulpen kenko;10/03/2017 10.45;morning;weekday
7880;Indomie soto medan;10/03/2017 10.47;morning;weekday
7880;Pasta gigi;10/03/2017 10.47;morning;weekday
7880;Kopi kapal api;10/03/2017 10.47;morning;weekday
7880;Kopi kapal api;10/03/2017 10.47;morning;weekday
7881;Kopi kapal api;10/03/2017 10.52;morning;weekday
7881;Pasta gigi;10/03/2017 10.52;morning;weekday
7882;Kopi kapal api;10/03/2017 10.56;morning;weekday
7882;Sari Roti Gandum;10/03/2017 10.56;morning;weekday
7883;Sari Roti Gandum;10/03/2017 11.00;morning;weekday
7883;Kopi kapal api;10/03/2017 11.00;morning;weekday
7884;Sari Roti Gandum;10/03/2017 11.02;morning;weekday
7885;Kopi kapal api;10/03/2017 11.07;morning;weekday
7885;Kopi kapal api;10/03/2017 11.07;morning;weekday
7885;Mentega blueband;10/03/2017 11.07;morning;weekday
7886;Kopi kapal api;10/03/2017 11.18;morning;weekday
7887;Kopi kapal api;10/03/2017 11.19;morning;weekday
7887;Teh prendjak;10/03/2017 11.19;morning;weekday
7887;Penghapus kenko;10/03/2017 11.19;morning;weekday
7888;Sari Roti Gandum;10/03/2017 11.31;morning;weekday
7888;Sari Roti Gandum;10/03/2017 11.31;morning;weekday
7889;Shampo Sunsilk;10/03/2017 11.56;morning;weekday
7890;Kopi kapal api;10/03/2017 12.23;afternoon;weekday
7891;Teh prendjak;10/03/2017 12.37;afternoon;weekday
7891;Fiesta Chicken Nugget;10/03/2017 12.37;afternoon;weekday
7891;Fiesta Chicken Nugget;10/03/2017 12.37;afternoon;weekday
7892;Kopi kapal api;10/03/2017 12.38;afternoon;weekday
7892;Penghapus kenko;10/03/2017 12.38;afternoon;weekday
7893;Sari Roti Gandum;10/03/2017 12.41;afternoon;weekday
7893;Royco rasa sapi;10/03/2017 12.41;afternoon;weekday
7894;Mamelemon;10/03/2017 12.43;afternoon;weekday
7894;Sari Sari Roti Gandum mocha;10/03/2017 12.43;afternoon;weekday
7894;Sari Roti Gandum;10/03/2017 12.43;afternoon;weekday
7895;Fiesta Chicken Nugget;10/03/2017 12.55;afternoon;weekday
7895;Coca cola;10/03/2017 12.55;afternoon;weekday
7896;Susu ultramilk chocolate;10/03/2017 13.04;afternoon;weekday
7896;Kopi kapal api;10/03/2017 13.04;afternoon;weekday
7896;Sari Roti Gandum;10/03/2017 13.04;afternoon;weekday
7897;Beras;10/03/2017 13.08;afternoon;weekday
7897;Fiesta Chicken Nugget;10/03/2017 13.08;afternoon;weekday
7897;Fiesta Chicken Nugget;10/03/2017 13.08;afternoon;weekday
7897;Kopi kapal api;10/03/2017 13.08;afternoon;weekday
7898;Indomie soto ayam;10/03/2017 13.27;afternoon;weekday
7898;Mamelemon;10/03/2017 13.27;afternoon;weekday
7899;Bumbu ajinomoto;10/03/2017 13.30;afternoon;weekday
7899;Garam dolphine;10/03/2017 13.30;afternoon;weekday
7899;Penghapus kenko;10/03/2017 13.30;afternoon;weekday
7899;Sari Roti Gandum;10/03/2017 13.30;afternoon;weekday
7900;Garam dolphine;10/03/2017 13.32;afternoon;weekday
7901;Mamelemon;10/03/2017 13.44;afternoon;weekday
7902;Kopi kapal api;10/03/2017 13.47;afternoon;weekday
7902;Sari Sari Roti Gandum coklat keju;10/03/2017 13.47;afternoon;weekday
7903;Kopi kapal api;10/03/2017 13.50;afternoon;weekday
7903;Royco rasa sapi;10/03/2017 13.50;afternoon;weekday
7904;Sari Roti Gandum;10/03/2017 13.56;afternoon;weekday
7904;Kopi kapal api;10/03/2017 13.56;afternoon;weekday
7904;Fiesta Chicken Nugget;10/03/2017 13.56;afternoon;weekday
7905;Sari Sari Roti Gandum mocha;10/03/2017 13.58;afternoon;weekday
7905;Sari Sari Roti Gandum coklat keju;10/03/2017 13.58;afternoon;weekday
7905;Coca cola;10/03/2017 13.58;afternoon;weekday
7906;Kopi kapal api;10/03/2017 14.03;afternoon;weekday
7906;Teh prendjak;10/03/2017 14.03;afternoon;weekday
7906;Sari Roti Gandum;10/03/2017 14.03;afternoon;weekday
7906;Penghapus kenko;10/03/2017 14.03;afternoon;weekday
7906;Minyak makan bimoli;10/03/2017 14.03;afternoon;weekday
7907;Teh prendjak;10/03/2017 14.10;afternoon;weekday
7907;Sari Roti Gandum;10/03/2017 14.10;afternoon;weekday
7907;Beras;10/03/2017 14.10;afternoon;weekday
7908;Indomie soto ayam;10/03/2017 14.23;afternoon;weekday
7908;Mineral water;10/03/2017 14.23;afternoon;weekday
7908;Sari Roti Gandum;10/03/2017 14.23;afternoon;weekday
7908;Royco rasa sapi;10/03/2017 14.23;afternoon;weekday
7908;Sari Sari Roti Gandum coklat keju;10/03/2017 14.23;afternoon;weekday
7909;Kopi kapal api;10/03/2017 14.58;afternoon;weekday
7910;Indomie soto ayam;10/03/2017 16.40;afternoon;weekday
7910;Beras;10/03/2017 16.40;afternoon;weekday
7911;Kopi kapal api;10/03/2017 16.41;afternoon;weekday
7912;Kopi kapal api;10/03/2017 16.52;afternoon;weekday
7912;Sari Roti Gandum;10/03/2017 16.52;afternoon;weekday
7913;Garam dolphine;10/03/2017 16.54;afternoon;weekday
7913;Penghapus kenko;10/03/2017 16.54;afternoon;weekday
7914;Teh prendjak;10/03/2017 16.57;afternoon;weekday
7915;Mentega blueband;11/03/2017 08.37;morning;weekend
7915;Mentega blueband;11/03/2017 08.37;morning;weekend
7915;Kopi kapal api;11/03/2017 08.37;morning;weekend
7916;Kopi kapal api;11/03/2017 08.59;morning;weekend
7916;Susu ultramilk chocolate;11/03/2017 08.59;morning;weekend
7917;Penghapus fabre castle;11/03/2017 08.59;morning;weekend
7917;Garnier Man;11/03/2017 08.59;morning;weekend
7918;Mentega blueband;11/03/2017 09.01;morning;weekend
7919;Beras;11/03/2017 09.02;morning;weekend
7919;Sari Roti Gandum;11/03/2017 09.02;morning;weekend
7920;Sari Roti Gandum;11/03/2017 09.03;morning;weekend
7921;Kopi kapal api;11/03/2017 09.07;morning;weekend
7921;Teh prendjak;11/03/2017 09.07;morning;weekend
7922;The Nomad;11/03/2017 09.08;morning;weekend
7922;Kopi kapal api;11/03/2017 09.08;morning;weekend
7922;Mentega blueband;11/03/2017 09.08;morning;weekend
7923;Duck egg;11/03/2017 09.10;morning;weekend
7923;Teh prendjak;11/03/2017 09.10;morning;weekend
7924;Kopi kapal api;11/03/2017 09.18;morning;weekend
7924;Kopi kapal api;11/03/2017 09.18;morning;weekend
7924;Royco rasa sapi;11/03/2017 09.18;morning;weekend
7924;Sari Roti Gandum;11/03/2017 09.18;morning;weekend
7925;Gula;11/03/2017 09.25;morning;weekend
7925;Teh prendjak;11/03/2017 09.25;morning;weekend
7925;Kopi kapal api;11/03/2017 09.25;morning;weekend
7926;Gula;11/03/2017 09.44;morning;weekend
7926;Sari Roti Gandum;11/03/2017 09.44;morning;weekend
7927;Chocolates;11/03/2017 09.45;morning;weekend
7927;Kopi kapal api;11/03/2017 09.45;morning;weekend
7927;Coca cola;11/03/2017 09.45;morning;weekend
7928;Kopi kapal api;11/03/2017 09.56;morning;weekend
7928;Kopi kapal api;11/03/2017 09.56;morning;weekend
7928;Sari Roti Gandum;11/03/2017 09.56;morning;weekend
7929;Teh prendjak;11/03/2017 09.57;morning;weekend
7929;Teh prendjak;11/03/2017 09.57;morning;weekend
7929;Pulpen kenko;11/03/2017 09.57;morning;weekend
7930;Royco rasa sapi;11/03/2017 10.14;morning;weekend
7930;Pasta gigi;11/03/2017 10.14;morning;weekend
7930;Kopi kapal api;11/03/2017 10.14;morning;weekend
7931;Kopi kapal api;11/03/2017 10.15;morning;weekend
7931;Kopi kapal api;11/03/2017 10.15;morning;weekend
7932;Penghapus fabre castle;11/03/2017 10.33;morning;weekend
7933;Teh prendjak;11/03/2017 10.38;morning;weekend
7933;Teh prendjak;11/03/2017 10.38;morning;weekend
7933;Sari Sari Roti Gandum coklat keju;11/03/2017 10.38;morning;weekend
7933;Rokok Marlboro;11/03/2017 10.38;morning;weekend
7933;Popok Mamypoko;11/03/2017 10.38;morning;weekend
7934;Kopi kapal api;11/03/2017 10.45;morning;weekend
7934;Sari Sari Roti Gandum coklat keju;11/03/2017 10.45;morning;weekend
7934;Indomie soto ayam;11/03/2017 10.45;morning;weekend
7935;Royco rasa sapi;11/03/2017 11.01;morning;weekend
7935;Beras;11/03/2017 11.01;morning;weekend
7935;Gula;11/03/2017 11.01;morning;weekend
7936;Kopi kapal api;11/03/2017 11.03;morning;weekend
7937;Fiesta Chicken Nugget;11/03/2017 11.04;morning;weekend
7937;Kopi kapal api;11/03/2017 11.04;morning;weekend
7938;Sari Roti Gandum;11/03/2017 11.05;morning;weekend
7938;Garnier Man;11/03/2017 11.05;morning;weekend
7939;Sari Roti Gandum;11/03/2017 11.06;morning;weekend
7939;Susu ultramilk chocolate;11/03/2017 11.06;morning;weekend
7939;Garam dolphine;11/03/2017 11.06;morning;weekend
7940;Sari Roti Gandum;11/03/2017 11.09;morning;weekend
7941;Garnier Man;11/03/2017 11.14;morning;weekend
7941;Kopi kapal api;11/03/2017 11.14;morning;weekend
7941;Garam dolphine;11/03/2017 11.14;morning;weekend
7942;Sari Sari Roti Gandum coklat keju;11/03/2017 11.30;morning;weekend
7942;Sari Roti Gandum;11/03/2017 11.30;morning;weekend
7942;Beras;11/03/2017 11.30;morning;weekend
7942;Mentega blueband;11/03/2017 11.30;morning;weekend
7942;Kopi kapal api;11/03/2017 11.30;morning;weekend
7942;Shampo Sunsilk;11/03/2017 11.30;morning;weekend
7943;Pasta gigi;11/03/2017 11.32;morning;weekend
7943;Kopi kapal api;11/03/2017 11.32;morning;weekend
7943;Mamelemon;11/03/2017 11.32;morning;weekend
7943;Fiesta Chicken Nugget;11/03/2017 11.32;morning;weekend
7944;Minyak makan bimoli;11/03/2017 11.42;morning;weekend
7945;Teh prendjak;11/03/2017 11.43;morning;weekend
7946;Penghapus kenko;11/03/2017 11.45;morning;weekend
7947;Sari Roti Gandum;11/03/2017 11.47;morning;weekend
7947;Kopi kapal api;11/03/2017 11.47;morning;weekend
7948;Sari Roti Gandum;11/03/2017 11.51;morning;weekend
7949;Milo;11/03/2017 11.53;morning;weekend
7949;Sari Roti Gandum;11/03/2017 11.53;morning;weekend
7949;Garam dolphine;11/03/2017 11.53;morning;weekend
7950;Sari Roti Gandum;11/03/2017 12.14;afternoon;weekend
7950;Pulpen kenko;11/03/2017 12.14;afternoon;weekend
7950;Beras;11/03/2017 12.14;afternoon;weekend
7950;Popok Mamypokomie Dodgers;11/03/2017 12.14;afternoon;weekend
7951;Royco rasa sapi;11/03/2017 12.14;afternoon;weekend
7951;Sari Roti Gandum;11/03/2017 12.14;afternoon;weekend
7952;Teh prendjak;11/03/2017 12.25;afternoon;weekend
7952;Sari Roti Gandum;11/03/2017 12.25;afternoon;weekend
7952;Milo;11/03/2017 12.25;afternoon;weekend
7952;Penghapus kenko;11/03/2017 12.25;afternoon;weekend
7953;Kopi kapal api;11/03/2017 12.28;afternoon;weekend
7953;Sari Roti Gandum;11/03/2017 12.28;afternoon;weekend
7954;Kopi kapal api;11/03/2017 12.34;afternoon;weekend
7955;Beras;11/03/2017 12.37;afternoon;weekend
7955;Sari Sari Roti Gandum coklat srikaya;11/03/2017 12.37;afternoon;weekend
7955;Kopi kapal api;11/03/2017 12.37;afternoon;weekend
7955;Fiesta Chicken Nugget;11/03/2017 12.37;afternoon;weekend
7955;Kopi kapal api;11/03/2017 12.37;afternoon;weekend
7956;Royco rasa sapi;11/03/2017 12.38;afternoon;weekend
7957;Pasta gigi;11/03/2017 12.43;afternoon;weekend
7957;Fiesta Chicken Nugget;11/03/2017 12.43;afternoon;weekend
7958;Fiesta Chicken Nugget;11/03/2017 12.49;afternoon;weekend
7958;Fiesta Chicken Nugget;11/03/2017 12.49;afternoon;weekend
7958;Kopi kapal api;11/03/2017 12.49;afternoon;weekend
7958;Kopi kapal api;11/03/2017 12.49;afternoon;weekend
7959;Sari Roti Gandum;11/03/2017 12.51;afternoon;weekend
7959;Pasta gigi;11/03/2017 12.51;afternoon;weekend
7959;Beras;11/03/2017 12.51;afternoon;weekend
7960;Pasta gigi;11/03/2017 12.55;afternoon;weekend
7961;Shampo Sunsilk;11/03/2017 13.04;afternoon;weekend
7961;Drinking chocolate spoons ;11/03/2017 13.04;afternoon;weekend
7961;Sari Roti Gandum;11/03/2017 13.04;afternoon;weekend
7961;Kopi kapal api;11/03/2017 13.04;afternoon;weekend
7961;Fiesta Chicken Nugget;11/03/2017 13.04;afternoon;weekend
7961;Fiesta Chicken Nugget;11/03/2017 13.04;afternoon;weekend
7962;Kopi kapal api;11/03/2017 13.13;afternoon;weekend
7962;Kopi kapal api;11/03/2017 13.13;afternoon;weekend
7962;Fiesta Chicken Nugget;11/03/2017 13.13;afternoon;weekend
7962;Fiesta Chicken Nugget;11/03/2017 13.13;afternoon;weekend
7963;Popok Mamypokomie Dodgers;11/03/2017 13.18;afternoon;weekend
7963;Sari Roti Gandum;11/03/2017 13.18;afternoon;weekend
7964;Teh prendjak;11/03/2017 13.26;afternoon;weekend
7964;Beras;11/03/2017 13.26;afternoon;weekend
7965;Kopi kapal api;11/03/2017 13.33;afternoon;weekend
7965;Kopi kapal api;11/03/2017 13.33;afternoon;weekend
7966;Teh prendjak;11/03/2017 13.38;afternoon;weekend
7966;Pulpen kenko;11/03/2017 13.38;afternoon;weekend
7966;Minyak makan bimoli;11/03/2017 13.38;afternoon;weekend
7966;Sari Sari Roti Gandum mocha;11/03/2017 13.38;afternoon;weekend
7967;Teh prendjak;11/03/2017 13.39;afternoon;weekend
7967;Sari Sari Roti Gandum coklat keju;11/03/2017 13.39;afternoon;weekend
7968;Sari Sari Roti Gandum coklat keju;11/03/2017 14.13;afternoon;weekend
7968;Fiesta Chicken Nugget;11/03/2017 14.13;afternoon;weekend
7968;Susu ultramilk chocolate;11/03/2017 14.13;afternoon;weekend
7968;Beras;11/03/2017 14.13;afternoon;weekend
7968;Mentega blueband;11/03/2017 14.13;afternoon;weekend
7968;Minyak makan bimoli;11/03/2017 14.13;afternoon;weekend
7969;Sari Roti Gandum;11/03/2017 14.16;afternoon;weekend
7970;Mamelemon;11/03/2017 14.26;afternoon;weekend
7970;Sari Roti Gandum;11/03/2017 14.26;afternoon;weekend
7971;Sari Roti Gandum;11/03/2017 14.28;afternoon;weekend
7971;Kopi kapal api;11/03/2017 14.28;afternoon;weekend
7971;Pulpen kenko;11/03/2017 14.28;afternoon;weekend
7971;Royco rasa sapi;11/03/2017 14.28;afternoon;weekend
7972;Kopi kapal api;11/03/2017 14.30;afternoon;weekend
7972;Susu ultramilk chocolate;11/03/2017 14.30;afternoon;weekend
7972;Royco rasa sapi;11/03/2017 14.30;afternoon;weekend
7973;Sari Roti Gandum;11/03/2017 14.34;afternoon;weekend
7974;Sari Roti Gandum;11/03/2017 14.38;afternoon;weekend
7974;Sari Roti Gandum;11/03/2017 14.38;afternoon;weekend
7974;Beras;11/03/2017 14.38;afternoon;weekend
7975;Shampo Sunsilk;11/03/2017 14.39;afternoon;weekend
7975;Coca cola;11/03/2017 14.39;afternoon;weekend
7976;Kopi kapal api;11/03/2017 14.48;afternoon;weekend
7976;Fiesta Chicken Nugget;11/03/2017 14.48;afternoon;weekend
7977;Sari Roti Gandum;11/03/2017 15.02;afternoon;weekend
7977;Popok Mamypokomie Dodgers;11/03/2017 15.02;afternoon;weekend
7977;Beras;11/03/2017 15.02;afternoon;weekend
7978;Kopi kapal api;11/03/2017 15.09;afternoon;weekend
7978;Sari Roti Gandum;11/03/2017 15.09;afternoon;weekend
7978;Royco rasa sapi;11/03/2017 15.09;afternoon;weekend
7979;Kopi kapal api;11/03/2017 15.11;afternoon;weekend
7979;Kopi kapal api;11/03/2017 15.11;afternoon;weekend
7979;Royco rasa sapi;11/03/2017 15.11;afternoon;weekend
7979;Beras;11/03/2017 15.11;afternoon;weekend
7980;Fiesta Chicken Nugget;11/03/2017 15.12;afternoon;weekend
7980;Kopi kapal api;11/03/2017 15.12;afternoon;weekend
7980;Kopi kapal api;11/03/2017 15.12;afternoon;weekend
7981;Argentina Night;11/03/2017 15.38;afternoon;weekend
7981;Indomie soto medan;11/03/2017 15.38;afternoon;weekend
7982;Kopi kapal api;11/03/2017 15.43;afternoon;weekend
7982;Beras;11/03/2017 15.43;afternoon;weekend
7983;Beras;11/03/2017 15.47;afternoon;weekend
7983;Teh prendjak;11/03/2017 15.47;afternoon;weekend
7984;Teh prendjak;11/03/2017 15.49;afternoon;weekend
7984;Beras;11/03/2017 15.49;afternoon;weekend
7984;Royco rasa sapi;11/03/2017 15.49;afternoon;weekend
7985;Sari Roti Gandum;11/03/2017 16.16;afternoon;weekend
7986;Sari Roti Gandum;11/03/2017 16.18;afternoon;weekend
7987;Kopi kapal api;11/03/2017 16.21;afternoon;weekend
